,Estado,Año,PIB en miles de pesos,Total gasto público en salud,Subtotal no asegurados,Gasto administrativo SSA,Aportaciones federales,Gasto estatal en salud,Subtotal asegurados,IMSS,ISSSTE,Cuotas de recuperación,Primas de seguros médicos,Total gasto en salud % PIB,Total gasto en salud % gasto público,Gasto en salud asegurados per cápita,Gasto en salud no asegurados per cápita,Total gasto en salud per cápita,Aportación federal % no asegurados
540,Guerrero,2016-01-01,282206109.82,14622865.41,9744251.49,4835126.34,4590625.39,150725.05,4878613.92,3594048.97,1284564.95,4130.53,2031974.96,5.2,18.9,5905.88,3527.72,4075.2,98.5
541,Hidalgo,2016-01-01,308866556.49,11718596.49,7336953.14,3263946.12,2910777.09,495374.94,4381643.35,2983220.28,905703.12,269684.52,111487.35,3.8,16.7,4466.83,3797.16,4022.65,93.2
542,Jalisco,2016-01-01,1415364696.92,34813709.08,13586605.59,5960851.15,4426589.87,3193614.8,21227103.5,19026001.12,2016830.63,60422.02,215672.48,2.5,26.5,5186.07,3457.96,4339.68,76.5
543,México,2016-01-01,1765497348.23,75541812.7,42186869.95,23571057.82,9612078.81,8701182.84,33354942.75,20588051.24,2606403.38,141984.43,4120090.68,4.3,27.3,4418.62,4408.33,4412.87,79.4
544,Michoacán de Ocampo,2016-01-01,491982983.56,17261230.81,9604177.5,5146732.95,3240197.31,268769.8,7657053.31,5594057.19,2060497.04,110221.05,406211.59,3.5,22.7,5103.0,3070.98,3729.82,97.2
545,Morelos,2016-01-01,227895606.99,8564675.95,3963167.41,2143262.12,1593973.6,222938.76,4601508.53,3165267.93,1434284.03,24967.4,437879.89,3.8,22.2,5812.93,3441.91,4407.87,94.4
546,Nayarit,2016-01-01,142799321.12,5685534.91,2947558.37,880480.24,1580618.89,273179.89,2737976.54,2214279.66,523696.88,22114.6,103475.91,4.0,20.3,4677.16,4460.53,4562.29,90.7
547,Nuevo León,2016-01-01,1474748456.19,24673132.63,5134319.24,2189244.27,2548911.68,391199.95,19538813.39,15731892.24,1521142.3,49293.92,9194945.54,1.7,22.6,5474.6,3231.61,4783.67,92.4
548,Oaxaca,2016-01-01,294604232.98,15931636.3,11689743.01,5765965.3,4066442.14,440930.37,4241893.29,2514771.78,1260728.81,60366.18,120569.9,5.4,18.1,3938.57,3948.78,3946.06,96.2
549,Puebla,2016-01-01,657041442.46,22871799.6,13411751.43,7610752.64,3537067.44,1337567.41,9460048.17,7571568.28,1449280.93,52646.18,1360459.96,3.5,24.2,5206.21,3022.35,3656.8,90.0
550,Querétaro de Arteaga,2016-01-01,464891674.74,8086620.36,3860502.56,1590815.65,1756278.22,496394.62,4226117.8,3732627.41,489698.84,36158.61,1449820.33,1.7,19.3,3992.25,3957.66,3975.66,87.1
551,Quintana Roo,2016-01-01,316698092.35,7141635.32,3201813.77,1115393.17,1460973.18,625447.41,3939821.55,3476709.89,463111.67,55076.55,576193.53,2.3,25.7,4213.45,4676.21,4409.06,80.5
552,San Luis Potosí,2016-01-01,418025666.34,11184413.14,5635774.76,2686959.02,2072507.32,224705.68,5548638.38,4363669.35,1087017.02,27222.55,886165.31,2.7,18.9,4446.88,3682.95,4026.07,96.0
553,Sinaloa,2016-01-01,451355532.41,13919271.85,5371719.13,1781719.86,2534771.49,766296.5,8547552.72,6554644.42,1905406.54,105276.65,682218.85,3.1,20.5,5141.31,3986.64,4624.42,85.7
554,Sonora,2016-01-01,686380942.06,21172954.49,5120660.3,1511148.56,2348279.63,1256394.37,16052294.18,8804687.26,1109603.24,282237.59,1253843.83,3.1,29.7,8948.0,4344.6,7122.75,75.5
555,Tabasco,2016-01-01,471312446.33,13347910.78,8448640.24,2839322.65,2658139.73,2951177.86,4899270.54,2455757.2,497257.44,34246.05,297034.65,2.8,12.1,5630.28,5494.35,5543.47,65.1
556,Tamaulipas,2016-01-01,589032583.57,19733006.97,9163755.75,2798349.4,2851291.11,3130885.95,10569251.21,7355381.71,1416246.45,89345.25,1475841.16,3.4,16.3,5264.13,5816.39,5506.94,65.8
557,Tlaxcala,2016-01-01,115807817.88,5457594.18,3504947.52,1704678.2,1477664.52,319117.06,1952646.66,1529035.55,423611.11,10259.62,41876.19,4.7,25.4,4927.65,3896.47,4211.82,90.9
558,Veracruz de Ignacio de la Llave,2016-01-01,927975904.62,34707868.99,17869266.17,8443330.84,5894921.92,2157037.76,16838602.82,11458916.49,2001609.01,148046.86,686555.78,3.7,16.1,5877.63,3409.34,4281.68,87.9
559,Yucatán,2016-01-01,289085303.44,12855246.37,5951871.14,2034591.46,1874972.88,1545855.97,6903375.23,5307204.48,1219080.53,45288.69,792228.86,4.4,23.3,6381.48,5593.36,5990.67,74.0
560,Zacatecas,2016-01-01,191837426.68,7048467.39,4305300.45,1267686.23,2119120.73,420077.77,2743166.94,2129341.31,613825.63,35982.86,68931.74,3.7,21.8,4554.18,4366.09,4437.41,90.2
561,Estados Unidos Mexicanos,2017-01-01,21921241895.0,622937399.28,289709325.2,132186174.37,91775820.76,43651170.74,333228074.08,244856026.8,52176601.46,6687835.37,66817416.14,2.8,15.8,5953.41,4289.09,5043.28,84.9
562,Aguascalientes,2017-01-01,283072730.0,7347275.95,2862934.47,771665.4,1493298.8,597970.27,4484341.48,3970604.35,511657.66,239822.19,681740.27,2.6,26.6,6240.45,4748.92,5560.0,79.1
563,Baja California,2017-01-01,695758760.0,17300250.64,4705189.2,2018973.59,2057453.75,524281.19,12595061.44,9371739.25,1006367.66,171389.6,1640199.07,2.5,24.4,5671.26,3450.19,4826.26,88.9
564,Baja California Sur,2017-01-01,187236705.0,5199144.71,1604699.69,342555.95,941383.29,316060.13,3594445.02,2645448.14,948996.88,59498.45,200132.07,2.8,20.2,7315.92,5038.07,6420.02,80.3
565,Campeche,2017-01-01,494277882.0,5507251.54,2798937.51,729329.59,1508040.0,367238.0,2708314.03,1600398.89,425073.12,32541.02,131587.39,1.1,3.9,6068.04,5727.04,5889.81,86.9
566,Coahuila de Zaragoza,2017-01-01,774610367.0,15454347.75,4811195.23,2311695.02,1862440.38,348797.6,10643152.52,8813157.25,1311591.87,289444.58,2101747.71,2.0,22.1,5028.79,5267.95,5100.88,92.8
567,Colima,2017-01-01,127814097.0,4551592.95,1908580.22,420247.35,1337133.7,151199.17,2643012.73,2073736.19,569276.54,15012.45,206661.34,3.6,12.5,6265.5,5855.17,6086.64,92.1
568,Chiapas,2017-01-01,332091614.0,18224947.16,12945738.64,6935082.31,4158793.58,122806.82,5279208.52,3151738.35,999607.33,957.13,256908.72,5.5,19.4,4474.91,3080.6,3386.23,99.1
569,Chihuahua,2017-01-01,706772622.0,17821466.85,6709556.33,2589494.2,2683591.78,1018671.18,11111910.52,9858252.56,1210528.89,22169.1,2116283.71,2.5,24.3,4930.8,4389.79,4712.16,84.8
570,Distrito Federal,2017-01-01,3409015967.0,99138474.89,30117407.02,17128213.63,4186013.87,7893001.35,69021067.87,48515618.45,17502146.19,11482.14,26046373.1,2.9,6.8,13897.72,7833.07,11251.33,73.8
571,Durango,2017-01-01,249246661.0,9324692.63,4831468.93,1132195.29,2115371.17,1178539.3,4493223.7,3546037.03,944358.87,50216.77,337992.18,3.7,19.6,4628.01,5831.98,5182.34,75.6
572,Guanajuato,2017-01-01,914368198.0,24740674.29,13721021.4,7545045.3,3249377.16,2919833.13,11019652.89,8848758.1,1460279.07,32412.03,1671010.17,2.7,26.8,4628.49,3889.16,4187.06,78.7
573,Guerrero,2017-01-01,287625173.0,14945971.1,9949842.36,4895890.6,4705470.24,52083.78,4996128.74,3551247.24,1444881.5,11307.02,146266.99,5.2,17.6,6005.01,3585.25,4143.36,99.5
574,Hidalgo,2017-01-01,338705678.0,11962641.14,7472710.96,3304964.96,2820267.71,707377.76,4489930.18,3236604.93,802556.11,275289.6,285922.23,3.5,16.6,4512.82,3827.69,4058.98,90.5
575,Jalisco,2017-01-01,1466415687.0,36591566.44,15370290.81,6035762.68,4938200.91,4389952.97,21221275.63,19317911.65,1756437.63,92660.65,5098702.52,2.5,27.6,5120.02,3875.34,4511.38,71.4
576,México,2017-01-01,1855140233.0,72991176.92,38420505.17,23867281.28,9597957.7,4551005.21,34570671.75,20711526.88,2307225.47,195360.27,4859240.13,3.9,29.3,4509.19,3962.23,4203.74,88.2
577,Michoacán de Ocampo,2017-01-01,526910480.0,17364370.42,9796318.61,5211413.25,3286476.72,358869.39,7568051.81,5714980.08,1850140.8,29353.23,468237.08,3.3,23.3,5002.5,3114.58,3727.73,96.3
578,Morelos,2017-01-01,241632616.0,8634750.01,4077376.17,2170197.04,1596251.41,302345.02,4557373.84,3206357.11,1348926.83,24629.57,496590.36,3.6,22.7,5684.81,3503.47,4393.19,92.6
579,Nayarit,2017-01-01,150505879.0,6130428.75,3076012.87,891545.46,1601876.9,380567.22,3054415.88,2292592.93,761822.95,20676.42,130157.75,4.1,23.6,5116.32,4581.05,4832.97,87.6
580,Nuevo León,2017-01-01,1559139268.0,24735890.82,5515592.03,2216757.06,2573913.15,722921.68,19220298.79,15859783.1,1285643.21,92996.79,9276216.67,1.6,23.5,5303.32,3435.89,4730.08,86.9
581,Oaxaca,2017-01-01,305450056.0,15858629.81,11538901.22,5838427.65,4163148.3,72573.34,4319728.59,2481502.7,1408530.55,36452.43,147932.66,5.2,19.5,3979.72,3877.24,3904.63,99.4
582,Puebla,2017-01-01,715143324.0,23716977.71,14045187.5,7706398.9,3551271.88,1758444.95,9671790.21,8031571.89,1311388.48,44986.23,1408978.55,3.3,26.9,5265.45,3137.22,3756.38,87.5
583,Querétaro de Arteaga,2017-01-01,484806253.0,9162995.67,4404834.9,1610807.83,1908655.78,880034.5,4758160.77,4170189.71,584358.8,119770.98,1727108.96,1.9,23.6,4423.07,4461.09,4441.27,80.0
584,Quintana Roo,2017-01-01,327104267.0,7470664.25,3359845.55,1129410.6,1502966.38,727468.57,4110818.7,3565605.7,545213.0,625.11,701854.71,2.3,27.0,4270.03,4786.43,4487.78,78.3
585,San Luis Potosí,2017-01-01,450391102.0,10999391.2,5448415.84,2720726.72,1838005.1,219773.04,5550975.36,4362671.75,1094622.3,22516.07,976511.69,2.4,18.4,4402.03,3536.02,3925.78,96.0
586,Sinaloa,2017-01-01,457553234.0,12840284.84,4715619.7,1804111.19,2347406.32,263802.07,8124665.14,6602576.9,1456801.52,66903.75,767445.71,2.8,18.4,4838.06,3478.57,4230.82,94.4
587,Sonora,2017-01-01,712851297.0,17367550.66,5338825.85,1530139.54,2393754.56,1411947.59,12028724.81,8585633.73,993571.9,197263.79,1356549.92,2.4,25.9,6608.13,4480.7,5766.48,73.6
588,Tabasco,2017-01-01,489406649.0,12915753.63,8004154.77,2875005.14,2583986.84,2545162.79,4911598.86,2546230.55,549806.01,1881.83,310511.36,2.6,13.7,5578.57,5160.98,5312.2,68.2
589,Tamaulipas,2017-01-01,607890090.0,19342297.56,8805405.53,2833516.97,2870723.12,2743220.0,10536892.03,7589088.04,1225699.63,143654.27,1544719.11,3.2,18.2,5182.16,5540.42,5339.33,68.8
590,Tlaxcala,2017-01-01,115400274.0,5743767.63,3514829.33,1726101.32,1593398.56,187097.61,2228938.3,1577980.71,650957.59,16684.35,54795.16,5.0,28.3,5543.41,3858.3,4374.31,94.7
591,Veracruz de Ignacio de la Llave,2017-01-01,940216541.0,36827405.28,19985862.61,8549440.32,6180150.09,3933869.02,16841542.67,11465035.1,2256865.28,146138.83,730464.2,3.9,17.5,5828.4,3789.22,4510.97,80.3
592,Yucatán,2017-01-01,300411279.0,12767041.69,5922854.79,2060160.68,1929417.46,1428227.65,6844186.9,5412631.47,1042857.88,46437.95,827652.08,4.2,22.3,6239.37,5505.01,5875.74,75.9
593,Zacatecas,2017-01-01,197171148.0,7389037.38,4601811.37,1283617.56,2199624.15,576028.44,2787226.01,2178816.07,608409.94,44143.17,101928.74,3.7,25.7,4583.56,4637.43,4616.96,87.5
